No;Kecamatan;Kelurahan;Nomor;Kepala Lingkungan 
1458;MEDAN PETISAH;SEI PUTIH BARAT;V;MEDAN PETISAH-SEI PUTIH BARAT-V
1459;MEDAN PETISAH;SEI PUTIH BARAT;VI;MEDAN PETISAH-SEI PUTIH BARAT-VI
1460;MEDAN PETISAH;SEI PUTIH BARAT;VII;MEDAN PETISAH-SEI PUTIH BARAT-VII
1461;MEDAN PETISAH;SEI PUTIH BARAT;VIII;MEDAN PETISAH-SEI PUTIH BARAT-VIII
1462;MEDAN PETISAH;SEI PUTIH BARAT;IX;MEDAN PETISAH-SEI PUTIH BARAT-IX
1463;MEDAN PETISAH;SEI PUTIH BARAT;X;MEDAN PETISAH-SEI PUTIH BARAT-X
1464;MEDAN PETISAH;SEI PUTIH BARAT;XI;MEDAN PETISAH-SEI PUTIH BARAT-XI
1465;MEDAN PETISAH;SEI PUTIH TENGAH;I;MEDAN PETISAH-SEI PUTIH TENGAH-I
1466;MEDAN PETISAH;SEI PUTIH TENGAH;II;MEDAN PETISAH-SEI PUTIH TENGAH-II
1467;MEDAN PETISAH;SEI PUTIH TENGAH;III;MEDAN PETISAH-SEI PUTIH TENGAH-III
1468;MEDAN PETISAH;SEI PUTIH TENGAH;IV;MEDAN PETISAH-SEI PUTIH TENGAH-IV
1469;MEDAN PETISAH;SEI PUTIH TENGAH;V;MEDAN PETISAH-SEI PUTIH TENGAH-V
1470;MEDAN PETISAH;SEI PUTIH TENGAH;VI;MEDAN PETISAH-SEI PUTIH TENGAH-VI
1471;MEDAN PETISAH;SEI PUTIH TENGAH;VII;MEDAN PETISAH-SEI PUTIH TENGAH-VII
1472;MEDAN PETISAH;SEI PUTIH TIMUR I;I;MEDAN PETISAH-SEI PUTIH TIMUR I-I
1473;MEDAN PETISAH;SEI PUTIH TIMUR I;II;MEDAN PETISAH-SEI PUTIH TIMUR I-II
1474;MEDAN PETISAH;SEI PUTIH TIMUR I;III;MEDAN PETISAH-SEI PUTIH TIMUR I-III
1475;MEDAN PETISAH;SEI PUTIH TIMUR I;IV;MEDAN PETISAH-SEI PUTIH TIMUR I-IV
1476;MEDAN PETISAH;SEI PUTIH TIMUR I;V;MEDAN PETISAH-SEI PUTIH TIMUR I-V
1477;MEDAN PETISAH;SEI PUTIH TIMUR II;I;MEDAN PETISAH-SEI PUTIH TIMUR II-I
1478;MEDAN PETISAH;SEI PUTIH TIMUR II;II;MEDAN PETISAH-SEI PUTIH TIMUR II-II
1479;MEDAN PETISAH;SEI PUTIH TIMUR II;III;MEDAN PETISAH-SEI PUTIH TIMUR II-III
1480;MEDAN PETISAH;SEI PUTIH TIMUR II;IV;MEDAN PETISAH-SEI PUTIH TIMUR II-IV
1481;MEDAN PETISAH;SEI PUTIH TIMUR II;V;MEDAN PETISAH-SEI PUTIH TIMUR II-V
1482;MEDAN PETISAH;SEI PUTIH TIMUR II;VI;MEDAN PETISAH-SEI PUTIH TIMUR II-VI
1483;MEDAN PETISAH;SEI PUTIH TIMUR II;VII;MEDAN PETISAH-SEI PUTIH TIMUR II-VII
1484;MEDAN PETISAH;SEI SIKAMBING D;I;MEDAN PETISAH-SEI SIKAMBING D-I
1485;MEDAN PETISAH;SEI SIKAMBING D;II;MEDAN PETISAH-SEI SIKAMBING D-II
1486;MEDAN PETISAH;SEI SIKAMBING D;III;MEDAN PETISAH-SEI SIKAMBING D-III
1487;MEDAN PETISAH;SEI SIKAMBING D;IV;MEDAN PETISAH-SEI SIKAMBING D-IV
1488;MEDAN PETISAH;SEI SIKAMBING D;V;MEDAN PETISAH-SEI SIKAMBING D-V
1489;MEDAN PETISAH;SEI SIKAMBING D;VI;MEDAN PETISAH-SEI SIKAMBING D-VI
1490;MEDAN PETISAH;SEI SIKAMBING D;VII;MEDAN PETISAH-SEI SIKAMBING D-VII
1491;MEDAN PETISAH;SEI SIKAMBING D;VIII;MEDAN PETISAH-SEI SIKAMBING D-VIII
1492;MEDAN PETISAH;SEI SIKAMBING D;IX;MEDAN PETISAH-SEI SIKAMBING D-IX
1493;MEDAN PETISAH;SEI SIKAMBING D;X;MEDAN PETISAH-SEI SIKAMBING D-X
1494;MEDAN PETISAH;SEI SIKAMBING D;XI;MEDAN PETISAH-SEI SIKAMBING D-XI
1495;MEDAN PETISAH;SEI SIKAMBING D;XII;MEDAN PETISAH-SEI SIKAMBING D-XII
1496;MEDAN PETISAH;SEKIP;I;MEDAN PETISAH-SEKIP-I
1497;MEDAN PETISAH;SEKIP;II;MEDAN PETISAH-SEKIP-II
1498;MEDAN PETISAH;SEKIP;III;MEDAN PETISAH-SEKIP-III
1499;MEDAN PETISAH;SEKIP;IV;MEDAN PETISAH-SEKIP-IV
1500;MEDAN PETISAH;SEKIP;V;MEDAN PETISAH-SEKIP-V
1501;MEDAN PETISAH;SEKIP;VI;MEDAN PETISAH-SEKIP-VI
1502;MEDAN PETISAH;SEKIP;VII;MEDAN PETISAH-SEKIP-VII
1503;MEDAN PETISAH;SEKIP;VIII;MEDAN PETISAH-SEKIP-VIII
1504;MEDAN PETISAH;SEKIP;IX;MEDAN PETISAH-SEKIP-IX
1505;MEDAN PETISAH;SEKIP;X;MEDAN PETISAH-SEKIP-X
1506;MEDAN PETISAH;SEKIP;XI;MEDAN PETISAH-SEKIP-XI
1507;MEDAN POLONIA;SUKA DAMAI;I;MEDAN POLONIA- SUKA DAMAI-I
1508;MEDAN POLONIA;SUKA DAMAI;II;MEDAN POLONIA- SUKA DAMAI-II
1509;MEDAN POLONIA;SUKA DAMAI;III;MEDAN POLONIA- SUKA DAMAI-III
1510;MEDAN POLONIA;SUKA DAMAI;IV;MEDAN POLONIA- SUKA DAMAI-IV
1511;MEDAN POLONIA;SUKA DAMAI;V;MEDAN POLONIA- SUKA DAMAI-V
1512;MEDAN POLONIA;SUKA DAMAI;VI;MEDAN POLONIA- SUKA DAMAI-VI
1513;MEDAN POLONIA;ANGGRUNG;I;MEDAN POLONIA-ANGGRUNG-I
1514;MEDAN POLONIA;ANGGRUNG;II;MEDAN POLONIA-ANGGRUNG-II
1515;MEDAN POLONIA;ANGGRUNG;III;MEDAN POLONIA-ANGGRUNG-III
1516;MEDAN POLONIA;ANGGRUNG;IV;MEDAN POLONIA-ANGGRUNG-IV
1517;MEDAN POLONIA;ANGGRUNG;V;MEDAN POLONIA-ANGGRUNG-V
1518;MEDAN POLONIA;ANGGRUNG;VI;MEDAN POLONIA-ANGGRUNG-VI
1519;MEDAN POLONIA;ANGGRUNG;VII;MEDAN POLONIA-ANGGRUNG-VII
1520;MEDAN POLONIA;ANGGRUNG;VIII;MEDAN POLONIA-ANGGRUNG-VIII
1521;MEDAN POLONIA;MADRAS HULU;I;MEDAN POLONIA-MADRAS HULU-I
1522;MEDAN POLONIA;MADRAS HULU;II;MEDAN POLONIA-MADRAS HULU-II
1523;MEDAN POLONIA;MADRAS HULU;III;MEDAN POLONIA-MADRAS HULU-III
1524;MEDAN POLONIA;MADRAS HULU;IV;MEDAN POLONIA-MADRAS HULU-IV
1525;MEDAN POLONIA;MADRAS HULU;V;MEDAN POLONIA-MADRAS HULU-V
1526;MEDAN POLONIA;MADRAS HULU;VI;MEDAN POLONIA-MADRAS HULU-VI
1527;MEDAN POLONIA;MADRAS HULU;VII;MEDAN POLONIA-MADRAS HULU-VII
1528;MEDAN POLONIA;MADRAS HULU;VIII;MEDAN POLONIA-MADRAS HULU-VIII
1529;MEDAN POLONIA;MADRAS HULU;IX;MEDAN POLONIA-MADRAS HULU-IX
1530;MEDAN POLONIA;MADRAS HULU;X;MEDAN POLONIA-MADRAS HULU-X
1531;MEDAN POLONIA;POLONIA;I;MEDAN POLONIA-POLONIA-I
1532;MEDAN POLONIA;POLONIA;II;MEDAN POLONIA-POLONIA-II
1533;MEDAN POLONIA;POLONIA;III;MEDAN POLONIA-POLONIA-III
1534;MEDAN POLONIA;POLONIA;IV;MEDAN POLONIA-POLONIA-IV
1535;MEDAN POLONIA;POLONIA;V;MEDAN POLONIA-POLONIA-V
1536;MEDAN POLONIA;POLONIA;VI;MEDAN POLONIA-POLONIA-VI
1537;MEDAN POLONIA;POLONIA;VII;MEDAN POLONIA-POLONIA-VII
1538;MEDAN POLONIA;POLONIA;VIII;MEDAN POLONIA-POLONIA-VIII
1539;MEDAN POLONIA;POLONIA;IX;MEDAN POLONIA-POLONIA-IX
1540;MEDAN POLONIA;POLONIA;X;MEDAN POLONIA-POLONIA-X
1541;MEDAN POLONIA;POLONIA;XI;MEDAN POLONIA-POLONIA-XI
1542;MEDAN POLONIA;POLONIA;XII;MEDAN POLONIA-POLONIA-XII
1543;MEDAN POLONIA;POLONIA;XIII;MEDAN POLONIA-POLONIA-XIII
1544;MEDAN POLONIA;SARI REJO;I;MEDAN POLONIA-SARI REJO-I
1545;MEDAN POLONIA;SARI REJO;II;MEDAN POLONIA-SARI REJO-II
1546;MEDAN POLONIA;SARI REJO;III;MEDAN POLONIA-SARI REJO-III
1547;MEDAN POLONIA;SARI REJO;IV;MEDAN POLONIA-SARI REJO-IV
1548;MEDAN POLONIA;SARI REJO;V;MEDAN POLONIA-SARI REJO-V
1549;MEDAN POLONIA;SARI REJO;VI;MEDAN POLONIA-SARI REJO-VI
1550;MEDAN POLONIA;SARI REJO;VII;MEDAN POLONIA-SARI REJO-VII
1551;MEDAN POLONIA;SARI REJO;VIII;MEDAN POLONIA-SARI REJO-VIII
1552;MEDAN POLONIA;SARI REJO;IX;MEDAN POLONIA-SARI REJO-IX
1553;MEDAN SELAYANG;ASAM KUMBANG;I;MEDAN SELAYANG-ASAM KUMBANG-I
1554;MEDAN SELAYANG;ASAM KUMBANG;II;MEDAN SELAYANG-ASAM KUMBANG-II
1555;MEDAN SELAYANG;ASAM KUMBANG;III;MEDAN SELAYANG-ASAM KUMBANG-III
1556;MEDAN SELAYANG;ASAM KUMBANG;IV;MEDAN SELAYANG-ASAM KUMBANG-IV
1557;MEDAN SELAYANG;ASAM KUMBANG;V;MEDAN SELAYANG-ASAM KUMBANG-V
1558;MEDAN SELAYANG;ASAM KUMBANG;VI;MEDAN SELAYANG-ASAM KUMBANG-VI
1559;MEDAN SELAYANG;ASAM KUMBANG;VII;MEDAN SELAYANG-ASAM KUMBANG-VII
1560;MEDAN SELAYANG;ASAM KUMBANG;VIII;MEDAN SELAYANG-ASAM KUMBANG-VIII
1561;MEDAN SELAYANG;ASAM KUMBANG;IX;MEDAN SELAYANG-ASAM KUMBANG-IX
1562;MEDAN SELAYANG;ASAM KUMBANG;X;MEDAN SELAYANG-ASAM KUMBANG-X
1563;MEDAN SELAYANG;BERINGIN;I;MEDAN SELAYANG-BERINGIN-I
1564;MEDAN SELAYANG;BERINGIN;II;MEDAN SELAYANG-BERINGIN-II
1565;MEDAN SELAYANG;BERINGIN;III;MEDAN SELAYANG-BERINGIN-III
1566;MEDAN SELAYANG;BERINGIN;IV;MEDAN SELAYANG-BERINGIN-IV
1567;MEDAN SELAYANG;BERINGIN;V;MEDAN SELAYANG-BERINGIN-V
1568;MEDAN SELAYANG;BERINGIN;VI;MEDAN SELAYANG-BERINGIN-VI
1569;MEDAN SELAYANG;PADANG BULAN SELAYANG I;I;MEDAN SELAYANG-PADANG BULAN SELAYANG I-I-A
1570;MEDAN SELAYANG;PADANG BULAN SELAYANG I;I;MEDAN SELAYANG-PADANG BULAN SELAYANG I-I-B
1571;MEDAN SELAYANG;PADANG BULAN SELAYANG I;II;MEDAN SELAYANG-PADANG BULAN SELAYANG I-II
1572;MEDAN SELAYANG;PADANG BULAN SELAYANG I;III;MEDAN SELAYANG-PADANG BULAN SELAYANG I-III
1573;MEDAN SELAYANG;PADANG BULAN SELAYANG I;IV;MEDAN SELAYANG-PADANG BULAN SELAYANG I-IV
1574;MEDAN SELAYANG;PADANG BULAN SELAYANG I;V;MEDAN SELAYANG-PADANG BULAN SELAYANG I-V
1575;MEDAN SELAYANG;PADANG BULAN SELAYANG I;VI;MEDAN SELAYANG-PADANG BULAN SELAYANG I-VI
1576;MEDAN SELAYANG;PADANG BULAN SELAYANG I;VII;MEDAN SELAYANG-PADANG BULAN SELAYANG I-VII
1577;MEDAN SELAYANG;PADANG BULAN SELAYANG I;VIII;MEDAN SELAYANG-PADANG BULAN SELAYANG I-VIII
1578;MEDAN SELAYANG;PADANG BULAN SELAYANG I;IX;MEDAN SELAYANG-PADANG BULAN SELAYANG I-IX
1579;MEDAN SELAYANG;PADANG BULAN SELAYANG II;I;MEDAN SELAYANG-PADANG BULAN SELAYANG II-I
1580;MEDAN SELAYANG;PADANG BULAN SELAYANG II;II;MEDAN SELAYANG-PADANG BULAN SELAYANG II-II
1581;MEDAN SELAYANG;PADANG BULAN SELAYANG II;III;MEDAN SELAYANG-PADANG BULAN SELAYANG II-III
1582;MEDAN SELAYANG;PADANG BULAN SELAYANG II;IV;MEDAN SELAYANG-PADANG BULAN SELAYANG II-IV
1583;MEDAN SELAYANG;PADANG BULAN SELAYANG II;V;MEDAN SELAYANG-PADANG BULAN SELAYANG II-V
1584;MEDAN SELAYANG;PADANG BULAN SELAYANG II;VI;MEDAN SELAYANG-PADANG BULAN SELAYANG II-VI
1585;MEDAN SELAYANG;PADANG BULAN SELAYANG II;VII;MEDAN SELAYANG-PADANG BULAN SELAYANG II-VII
1586;MEDAN SELAYANG;PADANG BULAN SELAYANG II;VIII;MEDAN SELAYANG-PADANG BULAN SELAYANG II-VIII
1587;MEDAN SELAYANG;PADANG BULAN SELAYANG II;IX;MEDAN SELAYANG-PADANG BULAN SELAYANG II-IX
1588;MEDAN SELAYANG;PADANG BULAN SELAYANG II;X;MEDAN SELAYANG-PADANG BULAN SELAYANG II-X
1589;MEDAN SELAYANG;PADANG BULAN SELAYANG II;XI;MEDAN SELAYANG-PADANG BULAN SELAYANG II-XI
1590;MEDAN SELAYANG;PADANG BULAN SELAYANG II;XII;MEDAN SELAYANG-PADANG BULAN SELAYANG II-XII
1591;MEDAN SELAYANG;PADANG BULAN SELAYANG II;XIII;MEDAN SELAYANG-PADANG BULAN SELAYANG II-XIII
1592;MEDAN SELAYANG;PADANG BULAN SELAYANG II;XIV;MEDAN SELAYANG-PADANG BULAN SELAYANG II-XIV
1593;MEDAN SELAYANG;PADANG BULAN SELAYANG II;XV;MEDAN SELAYANG-PADANG BULAN SELAYANG II-XV
1594;MEDAN SELAYANG;PADANG BULAN SELAYANG II;XVI;MEDAN SELAYANG-PADANG BULAN SELAYANG II-XVI
1595;MEDAN SELAYANG;PADANG BULAN SELAYANG II;XVII;MEDAN SELAYANG-PADANG BULAN SELAYANG II-XVII
1596;MEDAN SELAYANG;SEMPAKATA;I;MEDAN SELAYANG-SEMPAKATA-I
1597;MEDAN SELAYANG;SEMPAKATA;II;MEDAN SELAYANG-SEMPAKATA-II
1598;MEDAN SELAYANG;SEMPAKATA;III;MEDAN SELAYANG-SEMPAKATA-III
1599;MEDAN SELAYANG;SEMPAKATA;IV;MEDAN SELAYANG-SEMPAKATA-IV
1600;MEDAN SELAYANG;SEMPAKATA;V;MEDAN SELAYANG-SEMPAKATA-V
1601;MEDAN SELAYANG;SEMPAKATA;VI;MEDAN SELAYANG-SEMPAKATA-VI
1602;MEDAN SELAYANG;TANJUNG SARI;I;MEDAN SELAYANG-TANJUNG SARI-I
1603;MEDAN SELAYANG;TANJUNG SARI;II;MEDAN SELAYANG-TANJUNG SARI-II
1604;MEDAN SELAYANG;TANJUNG SARI;III;MEDAN SELAYANG-TANJUNG SARI-III
1605;MEDAN SELAYANG;TANJUNG SARI;IV;MEDAN SELAYANG-TANJUNG SARI-IV
1606;MEDAN SELAYANG;TANJUNG SARI;V;MEDAN SELAYANG-TANJUNG SARI-V
1607;MEDAN SELAYANG;TANJUNG SARI;VI;MEDAN SELAYANG-TANJUNG SARI-VI
1608;MEDAN SELAYANG;TANJUNG SARI;VII;MEDAN SELAYANG-TANJUNG SARI-VII
1609;MEDAN SELAYANG;TANJUNG SARI;VIII;MEDAN SELAYANG-TANJUNG SARI-VIII
1610;MEDAN SELAYANG;TANJUNG SARI;IX;MEDAN SELAYANG-TANJUNG SARI-IX
1611;MEDAN SELAYANG;TANJUNG SARI;X;MEDAN SELAYANG-TANJUNG SARI-X
1612;MEDAN SELAYANG;TANJUNG SARI;XI;MEDAN SELAYANG-TANJUNG SARI-XI
1613;MEDAN SELAYANG;TANJUNG SARI;XII;MEDAN SELAYANG-TANJUNG SARI-XII
1614;MEDAN SELAYANG;TANJUNG SARI;XIII;MEDAN SELAYANG-TANJUNG SARI-XIII
1615;MEDAN SELAYANG;TANJUNG SARI;XIV;MEDAN SELAYANG-TANJUNG SARI-XIV
1616;MEDAN SUNGGAL;BABURA SUNGGAL;I;MEDAN SUNGGAL-BABURA SUNGGAL-I
1617;MEDAN SUNGGAL;BABURA SUNGGAL;II;MEDAN SUNGGAL-BABURA SUNGGAL-II
1618;MEDAN SUNGGAL;BABURA SUNGGAL;III;MEDAN SUNGGAL-BABURA SUNGGAL-III
1619;MEDAN SUNGGAL;BABURA SUNGGAL;IV;MEDAN SUNGGAL-BABURA SUNGGAL-IV
1620;MEDAN SUNGGAL;BABURA SUNGGAL;V;MEDAN SUNGGAL-BABURA SUNGGAL-V
1621;MEDAN SUNGGAL;BABURA SUNGGAL;VI;MEDAN SUNGGAL-BABURA SUNGGAL-VI
1622;MEDAN SUNGGAL;BABURA SUNGGAL;VII;MEDAN SUNGGAL-BABURA SUNGGAL-VII
1623;MEDAN SUNGGAL;BABURA SUNGGAL;VIII;MEDAN SUNGGAL-BABURA SUNGGAL-VIII
1624;MEDAN SUNGGAL;BABURA SUNGGAL;IX;MEDAN SUNGGAL-BABURA SUNGGAL-IX
1625;MEDAN SUNGGAL;BABURA SUNGGAL;X;MEDAN SUNGGAL-BABURA SUNGGAL-X
1626;MEDAN SUNGGAL;BABURA SUNGGAL;XI;MEDAN SUNGGAL-BABURA SUNGGAL-XI
1627;MEDAN SUNGGAL;LALANG;I;MEDAN SUNGGAL-LALANG-I
1628;MEDAN SUNGGAL;LALANG;II;MEDAN SUNGGAL-LALANG-II
1629;MEDAN SUNGGAL;LALANG;III;MEDAN SUNGGAL-LALANG-III
1630;MEDAN SUNGGAL;LALANG;IV;MEDAN SUNGGAL-LALANG-IV
1631;MEDAN SUNGGAL;LALANG;V;MEDAN SUNGGAL-LALANG-V
1632;MEDAN SUNGGAL;LALANG;VI;MEDAN SUNGGAL-LALANG-VI
1633;MEDAN SUNGGAL;LALANG;VII;MEDAN SUNGGAL-LALANG-VII
1634;MEDAN SUNGGAL;LALANG;VIII;MEDAN SUNGGAL-LALANG-VIII
1635;MEDAN SUNGGAL;LALANG;IX;MEDAN SUNGGAL-LALANG-IX
1636;MEDAN SUNGGAL;LALANG;X;MEDAN SUNGGAL-LALANG-X
1637;MEDAN SUNGGAL;LALANG;XI;MEDAN SUNGGAL-LALANG-XI
1638;MEDAN SUNGGAL;LALANG;XII;MEDAN SUNGGAL-LALANG-XII
1639;MEDAN SUNGGAL;LALANG;XIII;MEDAN SUNGGAL-LALANG-XIII
1640;MEDAN SUNGGAL;SEI SIKAMBING B;I;MEDAN SUNGGAL-SEI SIKAMBING B-I
1641;MEDAN SUNGGAL;SEI SIKAMBING B;II;MEDAN SUNGGAL-SEI SIKAMBING B-II
1642;MEDAN SUNGGAL;SEI SIKAMBING B;III;MEDAN SUNGGAL-SEI SIKAMBING B-III
1643;MEDAN SUNGGAL;SEI SIKAMBING B;IV;MEDAN SUNGGAL-SEI SIKAMBING B-IV
1644;MEDAN SUNGGAL;SEI SIKAMBING B;V;MEDAN SUNGGAL-SEI SIKAMBING B-V
1645;MEDAN SUNGGAL;SEI SIKAMBING B;VI;MEDAN SUNGGAL-SEI SIKAMBING B-VI
1646;MEDAN SUNGGAL;SEI SIKAMBING B;VII;MEDAN SUNGGAL-SEI SIKAMBING B-VII
1647;MEDAN SUNGGAL;SEI SIKAMBING B;VIII;MEDAN SUNGGAL-SEI SIKAMBING B-VIII
1648;MEDAN SUNGGAL;SEI SIKAMBING B;IX;MEDAN SUNGGAL-SEI SIKAMBING B-IX
1649;MEDAN SUNGGAL;SEI SIKAMBING B;X;MEDAN SUNGGAL-SEI SIKAMBING B-X
1650;MEDAN SUNGGAL;SEI SIKAMBING B;XI;MEDAN SUNGGAL-SEI SIKAMBING B-XI
1651;MEDAN SUNGGAL;SEI SIKAMBING B;XII;MEDAN SUNGGAL-SEI SIKAMBING B-XII
1652;MEDAN SUNGGAL;SEI SIKAMBING B;XIII;MEDAN SUNGGAL-SEI SIKAMBING B-XIII
1653;MEDAN SUNGGAL;SEI SIKAMBING B;XIV;MEDAN SUNGGAL-SEI SIKAMBING B-XIV
1654;MEDAN SUNGGAL;SEI SIKAMBING B;XV;MEDAN SUNGGAL-SEI SIKAMBING B-XV
1655;MEDAN SUNGGAL;SEI SIKAMBING B;XVI;MEDAN SUNGGAL-SEI SIKAMBING B-XVI
1656;MEDAN SUNGGAL;SEI SIKAMBING B;XVII;MEDAN SUNGGAL-SEI SIKAMBING B-XVII
1657;MEDAN SUNGGAL;SEI SIKAMBING B;XVIII;MEDAN SUNGGAL-SEI SIKAMBING B-XVIII
1658;MEDAN SUNGGAL;SEI SIKAMBING B;XIX;MEDAN SUNGGAL-SEI SIKAMBING B-XIX
1659;MEDAN SUNGGAL;SEI SIKAMBING B;XX;MEDAN SUNGGAL-SEI SIKAMBING B-XX
1660;MEDAN SUNGGAL;SEI SIKAMBING B;XXI;MEDAN SUNGGAL-SEI SIKAMBING B-XXI
1661;MEDAN SUNGGAL;SEI SIKAMBING B;XXII;MEDAN SUNGGAL-SEI SIKAMBING B-XXII
1662;MEDAN SUNGGAL;SIMPANG TANJUNG;I;MEDAN SUNGGAL-SIMPANG TANJUNG-I
1663;MEDAN SUNGGAL;SIMPANG TANJUNG;II;MEDAN SUNGGAL-SIMPANG TANJUNG-II
1664;MEDAN SUNGGAL;SIMPANG TANJUNG;III;MEDAN SUNGGAL-SIMPANG TANJUNG-III
1665;MEDAN SUNGGAL;SIMPANG TANJUNG;IV;MEDAN SUNGGAL-SIMPANG TANJUNG-IV
1666;MEDAN SUNGGAL;SUNGGAL;I;MEDAN SUNGGAL-SUNGGAL-I
1667;MEDAN SUNGGAL;SUNGGAL;II;MEDAN SUNGGAL-SUNGGAL-II
1668;MEDAN SUNGGAL;SUNGGAL;III;MEDAN SUNGGAL-SUNGGAL-III
1669;MEDAN SUNGGAL;SUNGGAL;IV;MEDAN SUNGGAL-SUNGGAL-IV
1670;MEDAN SUNGGAL;SUNGGAL;V;MEDAN SUNGGAL-SUNGGAL-V
1671;MEDAN SUNGGAL;SUNGGAL;VI;MEDAN SUNGGAL-SUNGGAL-VI
1672;MEDAN SUNGGAL;SUNGGAL;VII;MEDAN SUNGGAL-SUNGGAL-VII
1673;MEDAN SUNGGAL;SUNGGAL;VIII;MEDAN SUNGGAL-SUNGGAL-VIII
1674;MEDAN SUNGGAL;SUNGGAL;IX;MEDAN SUNGGAL-SUNGGAL-IX
1675;MEDAN SUNGGAL;SUNGGAL;X;MEDAN SUNGGAL-SUNGGAL-X
1676;MEDAN SUNGGAL;SUNGGAL;XI;MEDAN SUNGGAL-SUNGGAL-XI
1677;MEDAN SUNGGAL;SUNGGAL;XII;MEDAN SUNGGAL-SUNGGAL-XII
1678;MEDAN SUNGGAL;SUNGGAL;XIII;MEDAN SUNGGAL-SUNGGAL-XIII
1679;MEDAN SUNGGAL;SUNGGAL;XIV;MEDAN SUNGGAL-SUNGGAL-XIV
1680;MEDAN SUNGGAL;TANJUNG REJO;I;MEDAN SUNGGAL-TANJUNG REJO-I
1681;MEDAN SUNGGAL;TANJUNG REJO;II;MEDAN SUNGGAL-TANJUNG REJO-II
1682;MEDAN SUNGGAL;TANJUNG REJO;III;MEDAN SUNGGAL-TANJUNG REJO-III
1683;MEDAN SUNGGAL;TANJUNG REJO;IV;MEDAN SUNGGAL-TANJUNG REJO-IV
1684;MEDAN SUNGGAL;TANJUNG REJO;V;MEDAN SUNGGAL-TANJUNG REJO-V
1685;MEDAN SUNGGAL;TANJUNG REJO;VI;MEDAN SUNGGAL-TANJUNG REJO-VI
1686;MEDAN SUNGGAL;TANJUNG REJO;VII;MEDAN SUNGGAL-TANJUNG REJO-VII
1687;MEDAN SUNGGAL;TANJUNG REJO;VIII;MEDAN SUNGGAL-TANJUNG REJO-VIII
1688;MEDAN SUNGGAL;TANJUNG REJO;IX;MEDAN SUNGGAL-TANJUNG REJO-IX
1689;MEDAN SUNGGAL;TANJUNG REJO;X;MEDAN SUNGGAL-TANJUNG REJO-X
1690;MEDAN SUNGGAL;TANJUNG REJO;XI;MEDAN SUNGGAL-TANJUNG REJO-XI
1691;MEDAN SUNGGAL;TANJUNG REJO;XII;MEDAN SUNGGAL-TANJUNG REJO-XII
1692;MEDAN SUNGGAL;TANJUNG REJO;XIII;MEDAN SUNGGAL-TANJUNG REJO-XIII
1693;MEDAN SUNGGAL;TANJUNG REJO;XIV;MEDAN SUNGGAL-TANJUNG REJO-XIV
1694;MEDAN SUNGGAL;TANJUNG REJO;XV;MEDAN SUNGGAL-TANJUNG REJO-XV
1695;MEDAN SUNGGAL;TANJUNG REJO;XVI;MEDAN SUNGGAL-TANJUNG REJO-XVI
1696;MEDAN SUNGGAL;TANJUNG REJO;XVII;MEDAN SUNGGAL-TANJUNG REJO-XVII
1697;MEDAN SUNGGAL;TANJUNG REJO;XVIII;MEDAN SUNGGAL-TANJUNG REJO-XVIII
1698;MEDAN SUNGGAL;TANJUNG REJO;XIX;MEDAN SUNGGAL-TANJUNG REJO-XIX
1699;MEDAN SUNGGAL;TANJUNG REJO;XX;MEDAN SUNGGAL-TANJUNG REJO-XX
1700;MEDAN SUNGGAL;TANJUNG REJO;XXI;MEDAN SUNGGAL-TANJUNG REJO-XXI
1701;MEDAN SUNGGAL;TANJUNG REJO;XXII;MEDAN SUNGGAL-TANJUNG REJO-XXII
1702;MEDAN SUNGGAL;TANJUNG REJO;XXIII;MEDAN SUNGGAL-TANJUNG REJO-XXIII
1703;MEDAN SUNGGAL;TANJUNG REJO;XXIV;MEDAN SUNGGAL-TANJUNG REJO-XXIV
1704;MEDAN TEMBUNG;BANDAR SELAMAT;I;MEDAN TEMBUNG-BANDAR SELAMAT-I
1705;MEDAN TEMBUNG;BANDAR SELAMAT;II;MEDAN TEMBUNG-BANDAR SELAMAT-II
1706;MEDAN TEMBUNG;BANDAR SELAMAT;III;MEDAN TEMBUNG-BANDAR SELAMAT-III
1707;MEDAN TEMBUNG;BANDAR SELAMAT;IV;MEDAN TEMBUNG-BANDAR SELAMAT-IV
1708;MEDAN TEMBUNG;BANDAR SELAMAT;V;MEDAN TEMBUNG-BANDAR SELAMAT-V
1709;MEDAN TEMBUNG;BANDAR SELAMAT;VI;MEDAN TEMBUNG-BANDAR SELAMAT-VI
1710;MEDAN TEMBUNG;BANDAR SELAMAT;VII;MEDAN TEMBUNG-BANDAR SELAMAT-VII
1711;MEDAN TEMBUNG;BANDAR SELAMAT;VIII;MEDAN TEMBUNG-BANDAR SELAMAT-VIII
1712;MEDAN TEMBUNG;BANDAR SELAMAT;IX;MEDAN TEMBUNG-BANDAR SELAMAT-IX
1713;MEDAN TEMBUNG;BANDAR SELAMAT;X;MEDAN TEMBUNG-BANDAR SELAMAT-X
1714;MEDAN TEMBUNG;BANDAR SELAMAT;XI;MEDAN TEMBUNG-BANDAR SELAMAT-XI
1715;MEDAN TEMBUNG;BANDAR SELAMAT;XII;MEDAN TEMBUNG-BANDAR SELAMAT-XII
1716;MEDAN TEMBUNG;BANTAN;I;MEDAN TEMBUNG-BANTAN-I
1717;MEDAN TEMBUNG;BANTAN;II;MEDAN TEMBUNG-BANTAN-II
